full_name,pos,stub,year,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,top_n,reason,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td,pass_defended,offense,off_pct,defense,def_pct,special_teams,st_pct,punt,punt_yds,punt_yds_per_punt,punt_blocked,xpm,xpa,xp_perc,fgm,fga,fg_perc,safety_md,unique_id
Chris Hogan ,WR,/players/H/HogaCh00.htm,,100 Games,,,,,,,55-45-0,,7,30,4.29,0,350,216,2795,12.94,18,61.7%,7.99,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,1,21,21.00,0,,18,108,3,3,0,0,0,0,False,,0.0,12,3,15,0,0,4,20,5.00,0,,,,,,,,,,,,,,,,,,,,,,"Chris Hogan ,,WR,"
Lorenzo Taliaferro ,RB,/players/T/TaliLo00.htm,,19 Games,,,,,,,11-8-0,,82,339,4.13,5,18,16,153,9.56,0,88.9%,8.50,,,,,,,,,,,,1,15,15.00,0,,5,30,1,1,0,0,0,0,False,,0.0,4,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Lorenzo Taliaferro ,,RB,"
Cole Beasley,WR,/players/B/BeasCo00.htm,,133 Games,,,,,,,81-52-0,,1,7,7.00,0,663,468,5016,10.72,33,70.6%,7.57,1,3,33.33,20,1,0,97.2,0,0,6.67,13.33,2,19,9.50,0,2,33,202,5,4,0,0,0,0,False,,0.0,1,0,1,0,0,38,220,5.79,0,,,,,,,,,,,,,,,,,,,,,,"Cole Beasley,,WR,"
Carlos Hyde,RB,/players/H/HydeCa00.htm,,90 Games,,,,,,,39-50-1,,1153,4726,4.10,36,204,145,802,5.53,3,71.1%,3.93,,,,,,,,,,,,11,268,24.36,0,1,39,236,16,8,0,3,-6,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlos Hyde,,RB,"
Theo Riddick,RB,/players/R/RiddTh00.htm,,89 Games,,,,,,,45-44-0,,294,1037,3.53,5,375,290,2281,7.87,14,77.3%,6.08,,,,,,,,,,,,1,12,12.00,0,,19,114,2,2,0,0,0,0,False,,0.0,15,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Theo Riddick,,RB,"
Anthony Dixon,RB,/players/D/DixoAn00.htm,,96 Games,,,,,,,59-36-1,,274,934,3.41,11,25,23,140,6.09,0,92.0%,5.60,,,,,,,,,,,,13,212,16.31,0,,11,66,1,0,2,2,0,0,False,,0.0,31,8,39,1,0,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,"Anthony Dixon,,RB,"
Charles Johnson,WR,/players/J/JohnCh08.htm,,39 Games,,,,,,,20-19-0,,1,-11,-11.00,0,109,60,834,13.90,2,55.0%,7.65,,,,,,,,,,,,1,16,16.00,0,1,2,14,1,0,0,1,2,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Johnson,,WR,"
Stedman Bailey,WR,/players/B/BailSt01.htm,,38 Games,,,,,,,16-22-0,,3,46,15.33,1,96,59,843,14.29,2,61.5%,8.78,,,,,,,,,,,,2,37,18.50,0,,4,24,0,0,1,0,0,0,False,,0.0,9,2,11,0,0,1,90,90.00,1,,,,,,,,,,,,,,,,,,,,,,"Stedman Bailey,,WR,"
Devonta Freeman ,RB,/players/F/FreeDe00.htm,,82 Games,,,,,,,40-42-0,,1005,4144,4.12,33,333,264,2073,7.85,11,79.3%,6.23,,,,,,,,,,,,,,,,,44,264,12,7,0,2,0,0,False,,0.0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Devonta Freeman ,,RB,"
Khiry Robinson,RB,/players/R/RobiKh00.htm,,29 Games,,,,,,,15-14-0,,194,788,4.06,8,31,25,178,7.12,0,80.6%,5.74,,,,,,,,,,,,3,61,20.33,0,,8,48,3,3,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Khiry Robinson,,RB,"
Brian Quick,WR,/players/Q/QuicBr00.htm,,84 Games,,,,,,,37-46-1,,,,,,221,114,1593,13.97,10,51.6%,7.21,,,,,,,,,,,,,,,,,10,60,,,,,,,False,,0.0,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brian Quick,,WR,"
Corey Brown,WR,/players/B/BrowPh00.htm,,43 Games,,,,,,,26-16-1,,16,139,8.69,0,143,79,1019,12.90,7,55.2%,7.13,,,,,,,,,,,,12,273,22.75,0,,8,48,4,2,0,1,0,0,False,,0.0,3,0,3,0,0,16,153,9.56,1,,,,,,,,,,,,,,,,,,,,,,"Corey Brown,,WR,"
Niles Paul,TE,/players/P/PaulNi00.htm,,88 Games,,,,,,,34-53-1,,5,7,1.40,0,114,78,954,12.23,2,68.4%,8.37,,,,,,,,,,,,41,814,19.85,0,,2,12,2,1,0,2,0,0,False,,0.0,26,12,38,0,1,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"Niles Paul,,TE,"
Stepfan Taylor,RB,/players/T/TaylSt00.htm,,61 Games,,,,,,,39-21-1,,120,393,3.28,1,27,20,154,7.70,3,74.1%,5.70,,,,,,,,,,,,,,,,1,4,26,0,0,1,0,0,0,False,,0.0,12,1,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Stepfan Taylor,,RB,"
Dan Herron,RB,/players/H/HerrDa00.htm,,35 Games,,,,,,,22-13-0,,112,468,4.18,1,38,31,277,8.94,0,81.6%,7.29,,,,,,,,,,,,8,183,22.88,0,,1,6,3,2,0,1,0,0,False,,0.0,9,3,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Dan Herron,,RB,"
Gary Barnidge,TE,/players/B/BarnGa01.htm,,124 Games,,,,,,,43-81-0,,,,,,287,178,2258,12.69,14,62.0%,7.87,,,,,,,,,,,,1,16,16.00,0,1,14,86,1,0,0,1,0,0,False,,0.0,32,6,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Gary Barnidge,,TE,"
Todd Gurley,RB,/players/G/GurlTo01.htm,,88 Games,,,,,,,44-44-0,,1460,6082,4.17,67,336,243,2254,9.28,12,72.3%,6.71,,,,,,,,,,,,,,,,4,79,482,16,7,0,3,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd Gurley,,RB,"
David Johnson,RB,/players/J/JohnDa08.htm,,74 Games,,,,,,,30-42-2,,928,3819,4.12,39,355,241,2533,10.51,17,67.9%,7.14,,,,,,,,,,,,23,623,27.09,1,2,57,346,17,9,0,1,0,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"David Johnson,,RB,"
Amari Cooper,WR,/players/C/CoopAm00.htm,,93 Games,,,,,,,46-47-0,,14,41,2.93,0,714,449,6211,13.83,38,62.9%,8.70,,,,,,,,,,,,,,,,3,38,234,6,3,0,0,0,0,False,,,,,,,,8,41,5.13,0,,,,,,,,,,,,,,,,,,,,,,"Amari Cooper,,WR,"
Richard Rodgers ,TE,/players/R/RodgRi00.htm,,85 Games,,,,,,,49-35-1,,1,11,11.00,0,213,145,1518,10.47,15,68.1%,7.13,,,,,,,,,,,,1,0,0.00,0,1,15,92,,,,,,,False,,0.0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Richard Rodgers ,,TE,"
Charles Sims,RB,/players/S/SimsCh00.htm,,47 Games,,,,,,,14-33-0,,245,958,3.91,2,176,129,1190,9.22,6,73.3%,6.76,,,,,,,,,,,,2,32,16.00,0,,8,48,6,5,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Sims,,RB,"
Jeremy Langford,RB,/players/L/LangJe00.htm,,29 Games,,,,,,,9-20-0,,219,762,3.48,10,69,41,421,10.27,1,59.4%,6.10,,,,,,,,,,,,,,,,1,11,68,2,2,0,0,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeremy Langford,,RB,"
Jameis Winston,QB,/players/W/WinsJa00.htm,,76 Games,,,,,,,32-44-0,,256,1038,4.05,10,,,,,,,,1570,2559,61.35,19812,121,88,86.9,171,1086,7.74,7.14,,,,,2,10,64,50,23,0,3,-70,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jameis Winston,,QB,"
Tyrod Taylor ,QB,/players/T/TaylTy00.htm,,72 Games,,,,,,,39-32-1,,342,1850,5.41,16,3,2,10,5.00,0,66.7%,3.33,855,1392,61.42,9770,54,20,89.5,144,775,7.02,7.15,,,,,2,16,100,20,5,0,3,-13,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrod Taylor ,,QB,"
Marcus Mariota,QB,/players/M/MariMa01.htm,,64 Games,,,,,,,31-33-0,,251,1487,5.92,12,3,2,62,31.00,1,66.7%,20.67,1127,1793,62.86,13433,77,45,89.5,155,992,7.49,7.22,,,,,,13,78,33,14,0,5,-51,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcus Mariota,,QB,"
Kamar Aiken,WR,/players/A/AikeKa00.htm,,71 Games,,,,,,,31-40-0,,,,,,260,149,1725,11.58,9,57.3%,6.63,,,,,,,,,,,,,,,,,9,54,1,1,0,0,-2,0,False,,0.0,5,2,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Kamar Aiken,,WR,"
T.J. Yeldon,RB,/players/Y/YeldT.00.htm,,60 Games,,,,,,,25-35-0,,492,2005,4.08,6,252,185,1448,7.83,7,73.4%,5.75,,,,,,,,,,,,,,,,,13,78,7,4,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T.J. Yeldon,,RB,"
Thomas Rawls,RB,/players/R/RawlTh00.htm,,35 Games,,,,,,,22-13-0,,314,1336,4.25,7,41,31,266,8.58,1,75.6%,6.49,,,,,,,,,,,,,,,,,8,48,2,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas Rawls,,RB,"
Brock Osweiler ,QB,/players/O/OsweBr00.htm,,49 Games,,,,,,,29-20-0,,92,266,2.89,4,1,1,-14,-14.00,0,100.0%,-14.00,697,1165,59.83,7418,37,31,78.0,79,559,6.37,5.81,,,,,,4,24,12,4,0,4,-24,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brock Osweiler ,,QB,"
Tyler Lockett,WR,/players/L/LockTy00.htm,,95 Games,,,,,,,61-33-1,,38,256,6.74,1,518,376,4892,13.01,37,72.6%,9.44,,,,,,,,,,,,127,3188,25.10,2,1,41,248,5,1,0,0,0,0,False,,0.0,1,0,1,0,0,143,1068,7.47,1,,,,,,,,,,,,,,,,,,,,,,"Tyler Lockett,,WR,"
Willie Snead ,WR,/players/S/SneaWi00.htm,,86 Games,,,,,,,55-31-0,,3,15,5.00,0,410,275,3393,12.34,16,67.1%,8.28,1,1,100.00,50,1,0,158.3,0,0,50.00,70.00,4,55,13.75,0,,16,96,6,2,0,1,0,0,False,,0.0,2,1,3,0,0,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"Willie Snead ,,WR,"
Charcandrick West ,RB,/players/W/WestCh01.htm,,52 Games,,,,,,,35-17-0,,268,998,3.72,7,106,77,589,7.65,6,72.6%,5.56,,,,,,,,,,,,2,37,18.50,0,,13,78,2,1,0,0,0,0,False,,0.0,6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Charcandrick West ,,RB,"
Karlos Williams ,RB,/players/W/WillKa01.htm,,11 Games,,,,,,,6-5-0,,93,517,5.56,7,14,11,96,8.73,2,78.6%,6.86,,,,,,,,,,,,,,,,,9,54,2,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karlos Williams ,,RB,"
Duke Johnson,RB,/players/J/JohnDu00.htm,,91 Games,,,,,,,25-65-1,,459,1931,4.21,8,400,307,2829,9.21,12,76.8%,7.07,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,71,23.67,0,2,20,124,12,6,0,2,0,0,False,,0.0,2,0,2,0,0,20,129,6.45,0,,,,,,,,,,,,,,,,,,,,,,"Duke Johnson,,RB,"
Javorius Allen,RB,/players/A/AlleJa01.htm,,64 Games,,,,,,,27-37-0,,350,1285,3.67,9,171,130,823,6.33,6,76.0%,4.81,,,,,,,,,,,,,,,,,15,90,3,3,0,0,0,0,False,,0.0,10,2,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Javorius Allen,,RB,"
Stefon Diggs,WR,/players/D/DiggSt00.htm,,86 Games,,,,,,,56-29-1,,30,160,5.33,0,700,492,6158,12.52,38,70.3%,8.80,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,22,22.00,0,1,38,230,6,3,0,0,0,0,False,,,,,,,,6,45,7.50,0,,,,,,,,,,,,,,,,,,,,,,"Stefon Diggs,,WR,"
Matt Jones,RB,/players/J/JoneMa04.htm,,25 Games,,,,,,,13-12-0,,248,964,3.89,6,33,27,377,13.96,1,81.8%,11.42,,,,,,,,,,,,,,,,,7,42,8,6,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Jones,,RB,"
Johnny Manziel,QB,/players/M/ManzJo00.htm,,14 Games,,,,,,,3-11-0,,46,259,5.63,1,,,,,,,,147,258,56.98,1675,7,7,74.4,22,167,6.49,5.81,,,,,,1,6,7,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnny Manziel,,QB,"
Ameer Abdullah,RB,/players/A/AbduAm00.htm,,74 Games,,,,,,,38-36-0,,358,1408,3.93,6,112,81,576,7.11,6,72.3%,5.14,,,,,,,,,,,,87,2298,26.41,0,,12,72,9,5,0,0,0,0,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ameer Abdullah,,RB,"
Antonio Andrews,RB,/players/A/AndrAn00.htm,,34 Games,,,,,,,11-23-0,,145,535,3.69,3,31,23,185,8.04,0,74.2%,5.97,1,1,100.00,41,1,0,158.3,0,0,41.00,61.00,10,160,16.00,0,,3,18,1,1,0,0,0,0,False,,0.0,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Antonio Andrews,,RB,"
Eric Ebron,TE,/players/E/EbroEr00.htm,,98 Games,,,,,,,57-41-0,,4,-7,-1.75,2,541,339,3753,11.07,32,62.7%,6.94,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,1,34,206,3,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eric Ebron,,TE,"
Dion Lewis,RB,/players/L/LewiDi00.htm,,102 Games,,,,,,,59-43-0,,567,2425,4.28,13,241,191,1408,7.37,8,79.3%,5.84,,,,,,,,,,,,81,1845,22.78,1,,22,132,9,6,0,3,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Dion Lewis,,RB,"
James White ,RB,/players/W/WhitJa02.htm,,92 Games,,,,,,,64-28-0,,309,1240,4.01,10,497,369,3184,8.63,25,74.2%,6.41,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,4,69,17.25,0,1,35,212,2,1,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James White ,,RB,"
Dorial Green-Beckham,WR,/players/G/GreeDo00.htm,,31 Games,,,,,,,10-21-0,,,,,,141,68,941,13.84,6,48.2%,6.67,,,,,,,,,,,,,,,,1,6,38,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorial Green-Beckham,,WR,"
Seth Roberts ,WR,/players/R/RobeSe00.htm,,85 Games,,,,,,,46-39-0,,3,5,1.67,0,302,183,2128,11.63,15,60.6%,7.05,,,,,,,,,,,,2,47,23.50,0,3,15,96,2,2,0,0,-12,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seth Roberts ,,WR,"
Spencer Ware,RB,/players/W/WareSp00.htm,,43 Games,,,,,,,36-7-0,,357,1631,4.57,11,78,64,698,10.91,2,82.1%,8.95,,,,,,,,,,,,2,24,12.00,0,,13,78,5,3,0,3,0,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer Ware,,RB,"
Jamison Crowder,WR,/players/C/CrowJa00.htm,,84 Games,,,,,,,35-48-1,,17,82,4.82,0,541,358,4160,11.62,26,66.2%,7.69,1,2,50.00,43,1,0,135.4,0,0,21.50,31.50,2,27,13.50,0,2,27,166,12,5,0,3,0,0,False,,0.0,1,0,1,0,1,86,677,7.87,1,,,,,,,,,,,,,,,,,,,,,,"Jamison Crowder,,WR,"
Devin Funchess,WR,/players/F/FuncDe00.htm,,62 Games,,,,,,,38-24-0,,,,,,316,164,2265,13.81,21,51.9%,7.17,,,,,,,,,,,,,,,,1,21,128,1,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Devin Funchess,,WR,"
Melvin Gordon,RB,/players/G/GordMe00.htm,,82 Games,,,,,,,33-49-0,,1274,5226,4.10,45,342,256,2031,7.93,12,74.9%,5.94,,,,,,,,,,,,,,,,2,57,346,18,13,0,1,-15,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melvin Gordon,,RB,"
Zach Miller,TE,/players/M/MillZa02.htm,,66 Games,,,,,,,26-40-0,,3,12,4.00,0,205,146,1631,11.17,15,71.2%,7.96,,,,,,,,,,,,3,41,13.67,0,,15,90,,,,,,,False,,0.0,10,3,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Zach Miller,,TE,"
DeVante Parker,WR,/players/P/ParkDe01.htm,,83 Games,,,,,,,37-46-0,,,,,,511,298,4212,14.13,22,58.3%,8.24,,,,,,,,,,,,,,,,,22,132,2,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeVante Parker,,WR,"
Crockett Gillmore,TE,/players/G/GillCr00.htm,,32 Games,,,,,,,15-17-0,,,,,,76,51,604,11.84,6,67.1%,7.95,,,,,,,,,,,,1,15,15.00,0,,6,36,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett Gillmore,,TE,"
Dontrelle Inman,WR,/players/I/InmaDo00.htm,,75 Games,,,,,,,31-44-0,,,,,,309,188,2445,13.01,13,60.8%,7.91,,,,,,,,,,,,,,,,,13,78,3,1,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Dontrelle Inman,,WR,"
Joseph Randle ,RB,/players/R/RandJo01.htm,,35 Games,,,,,,,20-15-0,,181,822,4.54,9,25,22,170,7.73,0,88.0%,6.80,,,,,,,,,,,,1,7,7.00,0,,9,54,3,2,0,0,-7,0,False,,0.0,9,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph Randle ,,RB,"
Will Tye,TE,/players/T/TyexWi00.htm,,32 Games,,,,,,,17-15-0,,,,,,138,94,897,9.54,4,68.1%,6.50,,,,,,,,,,,,,,,,,4,24,1,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Will Tye,,TE,"
Jonathan Grimes,RB,/players/G/GrimJo01.htm,,51 Games,,,,,,,29-22-0,,141,619,4.39,2,65,53,436,8.23,1,81.5%,6.71,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,1,3,20,1,1,1,0,0,0,False,,0.0,12,3,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jonathan Grimes,,RB,"
Albert Wilson,WR,/players/W/WilsAl02.htm,,75 Games,,,,,,,49-26-0,,23,143,6.22,1,295,193,2286,11.84,12,65.4%,7.75,2,3,66.67,72,1,0,149.3,1,10,24.00,30.67,3,52,17.33,0,,13,78,0,0,1,0,0,0,False,,0.0,6,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Albert Wilson,,WR,"
Austin Seferian-Jenkins,TE,/players/S/SefeAu00.htm,,43 Games,,,,,,,14-29-0,,,,,,190,116,1160,10.00,11,61.1%,6.11,,,,,,,,,,,,,,,,,11,66,2,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin Seferian-Jenkins,,TE,"
Chris Thompson,RB,/players/T/ThomCh03.htm,,74 Games,,,,,,,27-46-1,,257,1214,4.72,5,307,232,1918,8.27,11,75.6%,6.25,,,,,,,,,,,,37,748,20.22,0,,16,96,9,3,0,1,3,0,False,,,,,,,,7,36,5.14,0,,,,,,,,,,,,,,,,,,,,,,"Chris Thompson,,RB,"
Brandon Coleman,WR,/players/C/ColeBr00.htm,,48 Games,,,,,,,25-23-0,,,,,,124,79,1099,13.91,8,63.7%,8.86,,,,,,,,,,,,,,,,,8,48,2,2,0,0,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandon Coleman,,WR,"
Chris Polk,RB,/players/P/PolkCh00.htm,,51 Games,,,,,,,29-22-0,,156,604,3.87,8,36,22,186,8.45,1,61.1%,5.17,,,,,,,,,,,,13,348,26.77,1,,10,60,1,0,1,0,0,0,False,,0.0,9,2,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Polk,,RB,"
A.J. McCarron,QB,/players/M/McCaA.00.htm,,17 Games,,,,,,,6-11-0,,22,68,3.09,1,,,,,,,,109,174,62.64,1173,6,3,86.7,20,134,6.74,6.66,,,,,,1,6,2,1,0,1,-10,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A.J. McCarron,,QB,"
Marquess Wilson,WR,/players/W/WilsMa02.htm,,31 Games,,,,,,,12-19-0,,,,,,102,56,777,13.88,3,54.9%,7.62,,,,,,,,,,,,,,,,,3,18,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marquess Wilson,,WR,"
Vance McDonald,TE,/players/M/McDoVa00.htm,,101 Games,,,,,,,56-45-0,,1,2,2.00,0,289,181,2036,11.25,15,62.6%,7.04,,,,,,,,,,,,,,,,,15,90,6,2,1,0,0,0,False,,0.0,6,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Vance McDonald,,TE,"
Clive Walford,TE,/players/W/WalfCl00.htm,,52 Games,,,,,,,28-24-0,,0,4,,0,123,74,825,11.15,6,60.2%,6.71,,,,,,,,,,,,,,,,,6,36,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clive Walford,,TE,"
Ezekiel Elliott,RB,/players/E/ElliEz00.htm,,71 Games,,,,,,,41-30-0,,1413,6384,4.52,46,315,241,1957,8.12,10,76.5%,6.21,,,,,,,,,,,,,,,,1,56,338,21,10,0,3,-7,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ezekiel Elliott,,RB,"
Jordan Howard,RB,/players/H/HowaJo00.htm,,64 Games,,,,,,,28-36-0,,932,3955,4.24,34,123,83,634,7.64,2,67.5%,5.15,,,,,,,,,,,,,,,,,36,216,6,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jordan Howard,,RB,"
Jay Ajayi,RB,/players/A/AjayJa00.htm,,45 Games,,,,,,,25-20-0,,572,2546,4.45,13,87,63,419,6.65,1,72.4%,4.82,,,,,,,,,,,,1,20,20.00,0,2,14,88,8,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay Ajayi,,RB,"
Michael Thomas,WR,/players/T/ThomMi05.htm,,70 Games,,,,,,,50-20-0,,2,-8,-4.00,0,657,510,5950,11.67,32,77.6%,9.06,,,,,,,,,,,,,,,,,32,192,5,4,0,0,10,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Thomas,,WR,"
Tyreek Hill,WR,/players/H/HillTy00.htm,,74 Games,,,,,,,56-18-0,,84,623,7.42,6,549,368,5391,14.65,47,67.0%,9.82,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,14,384,27.43,1,,58,348,7,1,1,4,0,0,False,,0.0,4,2,6,0,0,86,1009,11.73,4,,,,,,,,,,,,,,,,,,,,,,"Tyreek Hill,,WR,"
Cameron Brate,TE,/players/B/BratCa00.htm,,98 Games,,,,,,,41-57-0,,,,,,328,223,2438,10.93,29,68.0%,7.43,,,,,,,,,,,,,,,,,29,174,3,1,0,0,-1,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron Brate,,TE,"
Dak Prescott ,QB,/players/P/PresDa01.htm,,69 Games,,,,,,,42-27-0,,259,1314,5.07,24,2,1,11,11.00,1,50.0%,5.50,1514,2293,66.03,17634,106,40,97.3,146,892,7.69,7.83,,,,,2,25,154,34,18,0,3,-8,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dak Prescott ,,QB,"
Tevin Coleman,RB,/players/C/ColeTe01.htm,,78 Games,,,,,,,43-35-0,,693,2937,4.24,24,169,117,1224,10.46,12,69.2%,7.24,,,,,,,,,,,,,,,,,36,216,7,3,0,2,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Tevin Coleman,,RB,"
Tyrell Williams,WR,/players/W/WillTy00.htm,,67 Games,,,,,,,34-33-0,,2,15,7.50,0,322,197,3181,16.15,23,61.2%,9.88,,,,,,,,,,,,,,,,,23,138,3,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrell Williams,,WR,"
Hunter Henry ,TE,/players/H/HenrHu00.htm,,55 Games,,,,,,,20-35-0,,,,,,284,196,2322,11.85,21,69.0%,8.18,,,,,,,,,,,,1,10,10.00,0,1,21,128,2,2,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunter Henry ,,TE,"
Adam Thielen,WR,/players/T/ThieAd00.htm,,105 Games,,,,,,,59-45-1,,19,166,8.74,1,574,397,5240,13.20,39,69.2%,9.13,,,,,,,,,,,,3,52,17.33,0,2,40,244,6,4,0,0,0,0,False,,0.0,18,4,22,0,0,6,8,1.33,0,,,,,,,,,,,,,,,,,,,,,,"Adam Thielen,,WR,"
Carson Wentz ,QB,/players/W/WentCa00.htm,,68 Games,,,,,,,35-32-1,,258,1061,4.11,8,2,2,11,5.50,0,100.0%,5.50,1562,2492,62.68,16811,113,50,89.2,179,1133,6.75,6.75,,,,,1,8,50,58,23,0,13,-95,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson Wentz ,,QB,"
Trevor Siemian ,QB,/players/S/SiemTr00.htm,,27 Games,,,,,,,13-14-0,,60,183,3.05,1,,,,,,,,498,841,59.22,5689,30,24,79.6,66,424,6.76,6.19,,,,,1,1,8,9,4,0,0,-1,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trevor Siemian ,,QB,"
