full_name,pos,stub,year,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,top_n,reason,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td,pass_defended,offense,off_pct,defense,def_pct,special_teams,st_pct,punt,punt_yds,punt_yds_per_punt,punt_blocked,xpm,xpa,xp_perc,fgm,fga,fg_perc,safety_md,unique_id
Robert Kelley ,RB,/players/K/KellRo00.htm,,23 Games,,,,,,,11-11-1,,234,906,3.87,9,25,16,100,6.25,1,64.0%,4.00,,,,,,,,,,,,1,16,16.00,0,,10,60,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robert Kelley ,,RB,"
Sterling Shepard,WR,/players/S/ShepSt00.htm,,65 Games,,,,,,,25-40-0,,22,189,8.59,1,469,313,3518,11.24,20,66.7%,7.50,,,,,,,,,,,,0,27,,0,3,21,132,2,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling Shepard,,WR,"
Mike Gillislee ,RB,/players/G/GillMi00.htm,,36 Games,,,,,,,22-14-0,,274,1291,4.71,16,20,17,103,6.06,1,85.0%,5.15,,,,,,,,,,,,1,19,19.00,0,,17,102,4,3,0,1,0,0,False,,0.0,9,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Gillislee ,,RB,"
Marqise Lee ,WR,/players/L/LeexMa00.htm,,59 Games,,,,,,,23-36-0,,16,100,6.25,0,306,174,2184,12.55,8,56.9%,7.14,1,2,50.00,20,1,0,125.0,0,0,10.00,20.00,18,545,30.28,1,1,9,56,2,1,0,0,0,0,False,,,,,,,,7,16,2.29,0,,,,,,,,,,,,,,,,,,,,,,"Marqise Lee ,,WR,"
Christine Michael ,RB,/players/M/MichCh00.htm,,38 Games,,,,,,,25-12-1,,256,1089,4.25,7,37,26,135,5.19,1,70.3%,3.65,,,,,,,,,,,,3,64,21.33,0,,8,48,3,1,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christine Michael ,,RB,"
Cameron Meredith,WR,/players/M/MereCa00.htm,,31 Games,,,,,,,14-17-0,,1,6,6.00,0,123,86,1122,13.05,5,69.9%,9.12,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00,,,,,,5,30,4,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron Meredith,,WR,"
Devontae Booker,RB,/players/B/BookDe00.htm,,77 Games,,,,,,,33-44-0,,382,1526,3.99,9,164,122,956,7.84,1,74.4%,5.83,,,,,,,,,,,,30,626,20.87,0,,10,60,8,5,0,2,0,0,False,,0.0,4,3,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Devontae Booker,,RB,"
Quincy Enunwa,WR,/players/E/EnunQu00.htm,,41 Games,,,,,,,19-22-0,,2,12,6.00,0,222,119,1617,13.59,5,53.6%,7.28,,,,,,,,,,,,1,54,54.00,0,,5,30,3,2,0,1,0,0,False,,0.0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy Enunwa,,WR,"
JJ Nelson,WR,/players/N/NelsJJ00.htm,,58 Games,,,,,,,28-29-1,,12,120,10.00,1,186,85,1475,17.35,11,45.7%,7.93,,,,,,,,,,,,2,53,26.50,0,,12,72,3,3,0,0,0,0,False,,0.0,1,0,1,0,0,4,13,3.25,0,,,,,,,,,,,,,,,,,,,,,,"JJ Nelson,,WR,"
Ty Montgomery,RB,/players/M/MontTy01.htm,,64 Games,,,,,,,40-23-1,,243,1136,4.67,7,169,123,1009,8.20,3,72.8%,5.97,,,,,,,,,,,,55,1215,22.09,0,,10,60,4,2,1,0,0,0,False,,0.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ty Montgomery,,RB,"
Derrick Henry ,RB,/players/H/HenrDe00.htm,,78 Games,,,,,,,47-31-0,,1182,5860,4.96,55,105,76,692,9.11,3,72.4%,6.59,2,3,66.67,14,0,0,77.1,0,0,4.67,4.67,,,,,1,58,350,10,6,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Derrick Henry ,,RB,"
Jalen Richard,RB,/players/R/RichJa01.htm,,77 Games,,,,,,,36-41-0,,255,1293,5.07,4,222,179,1518,8.48,3,80.6%,6.84,,,,,,,,,,,,44,920,20.91,0,,7,42,14,5,0,5,-2,0,False,,0.0,5,0,5,0,0,68,485,7.13,0,,,,,,,,,,,,,,,,,,,,,,"Jalen Richard,,RB,"
Jack Doyle,TE,/players/D/DoylJa00.htm,,114 Games,,,,,,,61-53-0,,,,,,364,266,2427,9.12,21,73.1%,6.67,,,,,,,,,,,,2,22,11.00,0,,21,126,6,5,0,0,0,0,False,,0.0,5,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack Doyle,,TE,"
Will Fuller,WR,/players/F/FullWi01.htm,,53 Games,,,,,,,26-27-0,,4,6,1.50,0,333,209,3110,14.88,24,62.8%,9.34,,,,,,,,,,,,2,31,15.50,0,,25,150,3,0,0,0,0,0,False,,,,,,,,22,314,14.27,1,,,,,,,,,,,,,,,,,,,,,,"Will Fuller,,WR,"
C.J. Fiedorowicz,TE,/players/F/FiedC.00.htm,,51 Games,,,,,,,26-25-0,,,,,,142,89,881,9.90,6,62.7%,6.20,,,,,,,,,,,,,,,,,6,36,2,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C.J. Fiedorowicz,,TE,"
Adam Humphries,WR,/players/H/HumpAd00.htm,,79 Games,,,,,,,34-45-0,,9,36,4.00,0,393,279,2931,10.51,13,71.0%,7.46,,,,,,,,,,,,6,64,10.67,0,1,13,80,7,1,0,4,0,0,False,,0.0,0,1,1,0,0,63,503,7.98,0,,,,,,,,,,,,,,,,,,,,,,"Adam Humphries,,WR,"
Eli Rogers ,WR,/players/R/RogeEl00.htm,,30 Games,,,,,,,23-7-0,,2,2,1.00,0,116,78,822,10.54,4,67.2%,7.09,,,,,,,,,,,,,,,,1,4,26,3,1,1,0,0,0,False,,0.0,1,0,1,0,0,26,191,7.35,0,,,,,,,,,,,,,,,,,,,,,,"Eli Rogers ,,WR,"
Cody Kessler,QB,/players/K/KessCo00.htm,,17 Games,,,,,,,3-14-0,,31,140,4.52,0,,,,,,,,224,349,64.18,2215,8,5,83.7,49,337,6.35,6.16,,,,,,,,9,4,0,2,-12,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cody Kessler,,QB,"
Zach Zenner,RB,/players/Z/ZennZa00.htm,,41 Games,,,,,,,16-25-0,,177,683,3.86,8,40,29,282,9.72,0,72.5%,7.05,,,,,,,,,,,,3,62,20.67,0,,8,48,1,1,0,0,0,0,False,,0.0,10,2,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Zach Zenner,,RB,"
Robby Anderson,WR,/players/A/AndeRo04.htm,,78 Games,,,,,,,26-52-0,,13,62,4.77,0,518,302,4155,13.76,23,58.3%,8.02,,,,,,,,,,,,1,13,13.00,0,2,23,142,5,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robby Anderson,,WR,"
Kenneth Dixon,RB,/players/D/DixoKe00.htm,,18 Games,,,,,,,10-8-0,,148,715,4.83,4,48,36,213,5.92,1,75.0%,4.44,,,,,,,,,,,,,,,,,5,30,3,1,0,2,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenneth Dixon,,RB,"
Matt Barkley,QB,/players/B/BarkMa00.htm,,19 Games,,,,,,,8-11-0,,23,-12,-0.52,0,1,1,2,2.00,1,100.0%,2.00,212,363,58.40,2699,11,22,66.6,13,92,7.44,5.31,,,,,,1,6,10,4,0,3,-12,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Barkley,,QB,"
Tyler Boyd,WR,/players/B/BoydTy00.htm,,71 Games,,,,,,,23-46-2,,15,133,8.87,0,479,321,3743,11.66,19,67.0%,7.81,1,3,33.33,16,0,0,52.1,0,0,5.33,5.33,,,,,,19,114,4,3,0,0,0,0,False,,,,,,,,1,-1,-1.00,0,,,,,,,,,,,,,,,,,,,,,,"Tyler Boyd,,WR,"
Damien Williams ,RB,/players/W/WillDa05.htm,,85 Games,,,,,,,47-38-0,,294,1231,4.19,12,176,138,1106,8.01,10,78.4%,6.28,,,,,,,,,,,,30,584,19.47,0,,22,132,5,4,1,3,0,0,False,,0.0,13,2,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Damien Williams ,,RB,"
Breshad Perriman,WR,/players/P/PerrBr02.htm,,63 Games,,,,,,,29-34-0,,8,26,3.25,0,255,125,2066,16.53,14,49.0%,8.10,,,,,,,,,,,,,,,,,14,84,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breshad Perriman,,WR,"
DeAndre Washington,RB,/players/W/WashDe00.htm,,59 Games,,,,,,,29-30-0,,313,1213,3.88,7,120,93,643,6.91,1,77.5%,5.36,,,,,,,,,,,,6,106,17.67,0,,8,48,4,3,0,0,0,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"DeAndre Washington,,RB,"
Phillip Dorsett,WR,/players/D/DorsPh00.htm,,71 Games,,,,,,,46-25-0,,13,84,6.46,0,212,124,1634,13.18,11,58.5%,7.71,,,,,,,,,,,,1,12,12.00,0,,11,66,3,1,0,1,-4,0,False,,,,,,,,2,1,0.50,0,,,,,,,,,,,,,,,,,,,,,,"Phillip Dorsett,,WR,"
Malcolm Mitchell ,WR,/players/M/MitcMa01.htm,,14 Games,,,,,,,12-2-0,,,,,,48,32,401,12.53,4,66.7%,8.35,,,,,,,,,,,,,,,,,4,24,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malcolm Mitchell ,,WR,"
Tajae Sharpe,WR,/players/S/SharTa00.htm,,51 Games,,,,,,,27-24-0,,2,17,8.50,0,168,92,1167,12.68,8,54.8%,6.95,,,,,,,,,,,,,,,,,8,48,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tajae Sharpe,,WR,"
Paul Perkins ,RB,/players/P/PerkPa00.htm,,29 Games,,,,,,,11-18-0,,165,575,3.48,0,35,24,217,9.04,0,68.6%,6.20,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,False,,0.0,4,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Paul Perkins ,,RB,"
Marquise Goodwin,WR,/players/G/GoodMa00.htm,,75 Games,,,,,,,33-42-0,,15,89,5.93,0,280,140,2323,16.59,13,50.0%,8.30,,,,,,,,,,,,22,468,21.27,0,,13,78,3,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marquise Goodwin,,WR,"
Corey Coleman,WR,/players/C/ColeCo00.htm,,27 Games,,,,,,,5-22-0,,3,15,5.00,0,139,61,789,12.93,5,43.9%,5.68,,,,,,,,,,,,23,598,26.00,0,,5,30,,,,,,,False,,,,,,,,1,19,19.00,0,,,,,,,,,,,,,,,,,,,,,,"Corey Coleman,,WR,"
Rex Burkhead ,RB,/players/B/BurkRe00.htm,,83 Games,,,,,,,47-34-2,,340,1401,4.12,14,172,130,1144,8.80,8,75.6%,6.65,,,,,,,,,,,,7,131,18.71,0,,22,132,6,4,1,0,0,0,False,,0.0,19,14,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Rex Burkhead ,,RB,"
Sammie Coates,WR,/players/C/CoatSa00.htm,,44 Games,,,,,,,24-20-0,,4,14,3.50,0,64,29,528,18.21,2,45.3%,8.25,,,,,,,,,,,,6,150,25.00,0,,2,12,,,,,,,False,,0.0,8,7,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Sammie Coates,,WR,"
Travaris Cadet,RB,/players/C/CadeTr00.htm,,73 Games,,,,,,,39-34-0,,60,197,3.28,0,157,119,964,8.10,7,75.8%,6.14,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,63,1531,24.30,0,,7,42,4,4,0,0,0,0,False,,0.0,11,6,17,0,0,3,3,1.00,0,,,,,,,,,,,,,,,,,,,,,,"Travaris Cadet,,RB,"
Ryan Griffin,TE,/players/G/GrifRy00.htm,,105 Games,,,,,,,43-62-0,,,,,,274,179,1897,10.60,12,65.3%,6.92,,,,,,,,,,,,,,,,2,12,76,1,1,0,0,0,0,False,,0.0,7,3,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan Griffin,,TE,"
Chris Conley,WR,/players/C/ConlCh00.htm,,84 Games,,,,,,,47-37-0,,,,,,321,191,2484,13.01,13,59.5%,7.74,,,,,,,,,,,,3,27,9.00,0,1,13,80,4,3,0,1,1,0,False,,0.0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Conley,,WR,"
Jared Goff,QB,/players/G/GoffJa00.htm,,69 Games,,,,,,,42-27-0,,163,314,1.93,10,,,,,,,,1536,2421,63.44,18171,107,55,91.5,129,948,7.51,7.37,,,,,,10,60,42,19,0,1,-33,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jared Goff,,QB,"
Nelson Agholor,WR,/players/A/AghoNe00.htm,,87 Games,,,,,,,47-40-0,,11,60,5.45,0,456,272,3411,12.54,26,59.6%,7.48,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,5,92,18.40,0,2,27,166,5,2,0,0,0,1,False,,,,,,,,3,7,2.33,0,,,,,,,,,,,,,,,,,,,,,,"Nelson Agholor,,WR,"
Jesse James,TE,/players/J/JameJe00.htm,,88 Games,,,,,,,47-39-2,,,,,,222,150,1460,9.73,11,67.6%,6.58,,,,,,,,,,,,,,,,1,11,68,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jesse James,,TE,"
Garrett Celek,TE,/players/C/CeleGa00.htm,,91 Games,,,,,,,36-54-1,,,,,,132,82,1104,13.46,12,62.1%,8.36,,,,,,,,,,,,,,,,,12,72,3,1,1,0,0,0,False,,0.0,9,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrett Celek,,TE,"
Kareem Hunt,RB,/players/H/HuntKa00.htm,,51 Games,,,,,,,34-17-0,,694,3171,4.57,23,193,154,1422,9.23,16,79.8%,7.37,,,,,,,,,,,,,,,,,39,234,4,1,0,5,-8,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kareem Hunt,,RB,"
Alvin Kamara ,RB,/players/K/KamaAl00.htm,,60 Games,,,,,,,46-14-0,,672,3340,4.97,43,409,326,2824,8.66,15,79.7%,6.90,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,17,517,30.41,1,4,59,362,7,2,0,3,0,0,False,,,,,,,,17,112,6.59,0,,,,,,,,,,,,,,,,,,,,,,"Alvin Kamara ,,RB,"
Leonard Fournette ,RB,/players/F/FourLe00.htm,,49 Games,,,,,,,23-26-0,,763,2998,3.93,23,221,170,1242,7.31,2,76.9%,5.62,,,,,,,,,,,,,,,,,25,150,3,1,0,2,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leonard Fournette ,,RB,"
JuJu Smith-Schuster,WR,/players/S/SmitJu00.htm,,58 Games,,,,,,,37-20-1,,1,13,13.00,0,443,308,3726,12.10,26,69.5%,8.41,,,,,,,,,,,,9,240,26.67,1,2,27,166,5,3,0,3,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JuJu Smith-Schuster,,WR,"
Evan Engram ,TE,/players/E/EngrEv00.htm,,50 Games,,,,,,,14-36-0,,13,83,6.38,1,356,216,2420,11.20,13,60.7%,6.80,,,,,,,,,,,,,,,,1,14,86,1,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evan Engram ,,TE,"
Christian McCaffrey,RB,/players/M/McCaCh01.htm,,51 Games,,,,,,,23-28-0,,682,3145,4.61,29,398,320,2672,8.35,16,80.4%,6.71,1,3,33.33,50,1,0,121.5,0,0,16.67,23.33,3,58,19.33,0,1,45,272,7,2,0,1,0,0,False,,,,,,,,22,162,7.36,0,,,,,,,,,,,,,,,,,,,,,,"Christian McCaffrey,,RB,"
Alex Collins,RB,/players/C/CollAl00.htm,,39 Games,,,,,,,20-18-1,,375,1586,4.23,16,70,50,380,7.60,1,71.4%,5.43,,,,,,,,,,,,2,50,25.00,0,,17,102,9,6,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alex Collins,,RB,"
Cooper Kupp,WR,/players/K/KuppCo00.htm,,54 Games,,,,,,,36-18-0,,10,62,6.20,0,407,288,3570,12.40,24,70.8%,8.77,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,24,144,5,2,0,0,0,0,False,,,,,,,,10,54,5.40,0,,,,,,,,,,,,,,,,,,,,,,"Cooper Kupp,,WR,"
Tyler Kroft,TE,/players/K/KrofTy00.htm,,72 Games,,,,,,,42-29-1,,,,,,125,85,851,10.01,12,68.0%,6.81,,,,,,,,,,,,,,,,,12,72,,,,,,,False,,0.0,11,8,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler Kroft,,TE,"
Shane Smith,,/players/S/SmitSh02.htm,,13 Games,,,,,,,2-11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.0,4,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Shane Smith,,,"
Jacoby Brissett,QB,/players/B/BrisJa00.htm,,49 Games,,,,,,,23-26-0,,159,583,3.67,12,1,1,2,2.00,0,100.0%,2.00,586,983,59.61,6459,31,13,84.1,87,525,6.57,6.61,,,,,,12,72,18,9,0,1,-18,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacoby Brissett,,QB,"
DeShone Kizer ,QB,/players/K/KizeDe00.htm,,18 Games,,,,,,,2-16-0,,82,458,5.59,5,,,,,,,,275,518,53.09,3081,11,24,58.9,42,264,5.95,4.29,,,,,,5,30,10,7,0,2,-14,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeShone Kizer ,,QB,"
Deshaun Watson ,QB,/players/W/WatsDe00.htm,,54 Games,,,,,,,28-26-0,,307,1677,5.46,17,1,1,6,6.00,1,100.0%,6.00,1186,1748,67.85,14539,104,36,104.5,174,1050,8.32,8.58,,,,,1,18,110,30,10,0,7,-41,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deshaun Watson ,,QB,"
Mitchell Trubisky ,QB,/players/T/TrubMi00.htm,,51 Games,,,,,,,29-22-0,,190,1057,5.56,8,,,,,,,,1010,1577,64.05,10609,64,37,87.2,111,698,6.73,6.48,,,,,1,8,50,27,10,0,6,-26,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell Trubisky ,,QB,"
Brett Hundley,QB,/players/H/HundBr00.htm,,18 Games,,,,,,,7-11-0,,46,309,6.72,2,1,1,10,10.00,0,100.0%,10.00,199,337,59.05,1902,9,13,67.6,31,208,5.64,4.44,,,,,,2,12,5,2,0,1,-1,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brett Hundley,,QB,"
Orleans Darkwa,RB,/players/D/DarkOr00.htm,,52 Games,,,,,,,21-31-0,,246,1038,4.22,9,43,29,207,7.14,0,67.4%,4.81,,,,,,,,,,,,,,,,1,9,56,1,0,1,1,0,0,False,,0.0,12,8,20,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans Darkwa,,RB,"
Jamaal Williams,RB,/players/W/WillJa06.htm,,60 Games,,,,,,,35-24-1,,500,1985,3.97,10,155,122,961,7.88,8,78.7%,6.20,,,,,,,,,,,,6,124,20.67,0,3,18,114,,,,,,,False,,0.0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamaal Williams,,RB,"
Joe Mixon,RB,/players/M/MixoJo00.htm,,50 Games,,,,,,,15-34-1,,812,3359,4.14,20,160,129,1008,7.81,5,80.6%,6.30,,,,,,,,,,,,,,,,,25,150,4,3,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joe Mixon,,RB,"
Kenyan Drake,RB,/players/D/DrakKe00.htm,,77 Games,,,,,,,33-44-0,,695,3130,4.50,27,230,169,1244,7.36,6,73.5%,5.41,,,,,,,,,,,,31,772,24.90,1,2,34,208,10,5,0,2,0,0,False,,0.0,6,3,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenyan Drake,,RB,"
Paul Richardson ,WR,/players/R/RichPa01.htm,,64 Games,,,,,,,36-27-1,,4,14,3.50,0,238,143,1809,12.65,12,60.1%,7.60,,,,,,,,,,,,21,481,22.90,0,,12,72,1,0,0,0,0,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Paul Richardson ,,WR,"
Tarik Cohen,RB,/players/C/CoheTa00.htm,,51 Games,,,,,,,28-23-0,,264,1101,4.17,5,275,209,1575,7.54,9,76.0%,5.73,2,3,66.67,22,2,0,127.8,0,0,7.33,20.67,30,628,20.93,0,,15,90,13,5,0,4,-3,0,False,,0.0,1,0,1,0,0,96,985,10.26,1,,,,,,,,,,,,,,,,,,,,,,"Tarik Cohen,,RB,"
Keelan Cole,WR,/players/C/ColeKe00.htm,,64 Games,,,,,,,22-42-0,,2,8,4.00,0,276,159,2242,14.10,12,57.6%,8.12,,,,,,,,,,,,8,216,27.00,0,,13,78,4,3,0,1,0,0,False,,0.0,1,0,1,0,0,9,140,15.56,1,,,,,,,,,,,,,,,,,,,,,,"Keelan Cole,,WR,"
C.J. Beathard,QB,/players/B/BeatC.00.htm,,19 Games,,,,,,,2-17-0,,51,233,4.57,4,,,,,,,,291,497,58.55,3469,18,13,81.1,46,368,6.98,6.53,,,,,,4,24,11,8,0,0,-4,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C.J. Beathard,,QB,"
Jimmy Garoppolo,QB,/players/G/GaroJi00.htm,,48 Games,,,,,,,36-12-0,,104,141,1.36,2,2,2,-3,-1.50,0,100.0%,-1.50,659,977,67.45,8042,51,26,98.9,76,519,8.23,8.08,,,,,,2,12,19,6,0,3,-27,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jimmy Garoppolo,,QB,"
Samaje Perine,RB,/players/P/PeriSa00.htm,,44 Games,,,,,,,15-28-1,,251,952,3.79,4,40,36,253,7.03,1,90.0%,6.33,,,,,,,,,,,,3,61,20.33,0,,5,30,2,2,0,1,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Samaje Perine,,RB,"
Josh Doctson,WR,/players/D/DoctJo00.htm,,34 Games,,,,,,,15-19-0,,1,-14,-14.00,0,162,81,1100,13.58,8,50.0%,6.79,,,,,,,,,,,,,,,,,8,48,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Josh Doctson,,WR,"
Matt Breida,RB,/players/B/BreiMa00.htm,,55 Games,,,,,,,27-28-0,,440,2156,4.90,6,99,76,657,8.64,4,76.8%,6.64,,,,,,,,,,,,5,83,16.60,0,,10,60,6,3,0,2,0,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Breida,,RB,"
Corey Clement,RB,/players/C/ClemCo00.htm,,46 Games,,,,,,,26-19-1,,163,655,4.02,7,46,37,340,9.19,2,80.4%,7.39,,,,,,,,,,,,19,477,25.11,0,2,9,58,6,2,0,2,0,0,False,,0.0,10,4,14,0,0,7,17,2.43,0,,,,,,,,,,,,,,,,,,,,,,"Corey Clement,,RB,"
Marlon Mack,RB,/players/M/MackMa00.htm,,41 Games,,,,,,,20-21-0,,539,2383,4.42,20,79,55,440,8.00,2,69.6%,5.57,,,,,,,,,,,,3,69,23.00,0,3,22,138,3,2,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlon Mack,,RB,"
Ryan Grant,WR,/players/G/GranRy01.htm,,80 Games,,,,,,,37-42-1,,,,,,202,123,1333,10.84,7,60.9%,6.60,,,,,,,,,,,,,,,,,7,42,,,,,,,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan Grant,,WR,"
Austin Ekeler,RB,/players/E/EkelAu00.htm,,56 Games,,,,,,,30-26-0,,401,1901,4.74,9,261,212,2079,9.81,16,81.2%,7.97,,,,,,,,,,,,5,85,17.00,0,,25,150,7,5,0,2,0,0,False,,0.0,22,4,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin Ekeler,,RB,"
O.J. Howard ,TE,/players/H/HowaO.00.htm,,42 Games,,,,,,,17-25-0,,,,,,159,105,1602,15.26,14,66.0%,10.08,,,,,,,,,,,,,,,,,14,84,4,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O.J. Howard ,,TE,"
Rod Smith,RB,/players/S/SmitRo06.htm,,55 Games,,,,,,,29-26-0,,101,364,3.60,5,38,30,272,9.07,1,78.9%,7.16,,,,,,,,,,,,3,65,21.67,0,,6,36,0,0,1,0,0,0,False,,0.0,14,1,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Rod Smith,,RB,"
Jaron Brown,WR,/players/B/BrowJa03.htm,,101 Games,,,,,,,64-36-1,,,,,,211,116,1563,13.47,16,55.0%,7.41,,,,,,,,,,,,,,,,,16,96,2,1,0,0,0,0,False,,0.0,22,4,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jaron Brown,,WR,"
Wayne Gallman,RB,/players/G/GallWa00.htm,,53 Games,,,,,,,16-37-0,,338,1444,4.27,9,112,80,498,6.23,2,71.4%,4.45,,,,,,,,,,,,,,,,,11,66,7,3,0,1,0,0,False,,0.0,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne Gallman,,RB,"
Austin Hooper,TE,/players/H/HoopAu00.htm,,72 Games,,,,,,,42-30-0,,,,,,347,260,2679,10.30,20,74.9%,7.72,,,,,,,,,,,,,,,,2,20,124,,,,,,,False,,0.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin Hooper,,TE,"
Aaron Jones,RB,/players/J/JoneAa00.htm,,54 Games,,,,,,,35-19-0,,651,3364,5.17,37,184,131,1057,8.07,6,71.2%,5.74,,,,,,,,,,,,,,,,,43,258,6,3,0,2,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aaron Jones,,RB,"
Peyton Barber,RB,/players/B/BarbPe01.htm,,79 Games,,,,,,,33-46-0,,645,2245,3.48,19,85,61,361,5.92,2,71.8%,4.25,,,,,,,,,,,,,,,,1,21,128,4,3,0,0,0,0,False,,0.0,5,3,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Peyton Barber,,RB,"
